"706812242482827264","RT @boomerforbernie: HRC surrogates are attacking Sanders now for being ""angry."" HRC lost debate debate on substance so attack on tone. CNN…","RT HRC surrogates are attacking Sanders now for being angry HRC lost debate debate on substance so attack on tone CNN","[]"
"706812240951808001","#TeamYamita Clash at Military Barracks Near Tunisia-Libya Border Kills at Least 27: The as... https://t.co/mz3loaEjeY Unete A #TeamYamita","TeamYamita Clash at Military Barracks Near Tunisia Libya Border Kills at Least 27 The as Unete A TeamYamita","[u'#TeamYamita', u'#TeamYamita']"
"706812239232118784","#TeamYamita Suicide Attack at Pakistani Court Compound Kills Over a Dozen: A bomber detona... https://t.co/0R5adfyRvc Unete A #TeamYamita","TeamYamita Suicide Attack at Pakistani Court Compound Kills Over a Dozen A bomber detona Unete A TeamYamita","[u'#TeamYamita', u'#TeamYamita']"
"706812230378065920","RT @FOSIDIUK: FILTHY SEX-STARVED MOSLEM Migrant's child sex attack blamed on 'cultural differences' https://t.co/pI1LWzefiH via @MailOnline","RT FILTHY SEX STARVED MOSLEM Migrant s child sex attack blamed on cultural differences via","[]"
"706812229727952896","Reid &amp; Rebecca: Zombie Snake comes back to life to attack the chef that is making him into dinner! No, seriously!... https://t.co/aVVHKSHz4X","Reid amp Rebecca Zombie Snake comes back to life to attack the chef that is making him into dinner No seriously","[]"
"706812226276073473","RT @CityPeopleMagz: El Rufai Facing Twitter Attack As #elrufaidestroyskaduna Trends (Snapshots)
 https://t.co/GfUVfEGIOo https://t.co/XWP8t…","RT El Rufai Facing Twitter Attack As elrufaidestroyskaduna Trends Snapshots","[u'#elrufaidestroyskaduna']"
"706812224476545024","Tunisia Says 26 People Killed in Clashes Near Libyan Border https://t.co/wBsoY565C9 #TEAMFOLLOWBACK","Tunisia Says 26 People Killed in Clashes Near Libyan Border TEAMFOLLOWBACK","[u'#TEAMFOLLOWBACK']"
"706812224191516672","DEAD RIGHT

Wars are being fought as in 'barbarian times', warns MSF chief in attack on global powers https://t.co/5wtIp4NxwI","DEAD RIGHT Wars are being fought as in barbarian times warns MSF chief in attack on global powers","[]"
"706812221066641408","Clash at Military Barracks Near Tunisia-Libya Border Kills at Least 27 https://t.co/6efXMA9csT","Clash at Military Barracks Near Tunisia Libya Border Kills at Least 27","[]"
"706812220164874241","Suicide Attack at Pakistani Court Compound Kills Over a Dozen https://t.co/0c39FHLTwg","Suicide Attack at Pakistani Court Compound Kills Over a Dozen","[]"
"706812211445047296","RT @usweekly: Kylie and Kendall Jenner starred in a newly surfaced home movie. Watch: https://t.co/te7ynPuDib https://t.co/Tqd1cWSB5m","RT Kylie and Kendall Jenner starred in a newly surfaced home movie Watch","[]"
"706812199398846464","19 dead in Tunisia as militants attack barracks near Libya border - The Sun Daily https://t.co/oHllYygL9v","19 dead in Tunisia as militants attack barracks near Libya border The Sun Daily","[]"
"706812199155712000","@BalakrishnanR BJP gaining despite of day and nite attack by Left ideologists","BJP gaining despite of day and nite attack by Left ideologists","[]"
"706812198887301120","EXPRESS: First Ransomware attack hits Apple Mac users via Transmission app | Tech |Life &amp; Style |, https://t.co/7lTehpmOgP","EXPRESS First Ransomware attack hits Apple Mac users via Transmission app Tech Life amp Style","[]"
